
	SDRs per currency unit for the period  January 01, 1994 - December 31, 2014
	Date	Pakistani rupee(PKR)	
	07-May-2012	0.00713262  	
	08-May-2012	0.00714203  	
	09-May-2012	0.00715009  	
	10-May-2012	0.00715729  	
	11-May-2012	0.00716232  	
	14-May-2012	0.00717393  	
	15-May-2012	0.00717938  	
	16-May-2012	0.00721551  	
	17-May-2012	0.00722387  	
	18-May-2012	0.00721637  	
	21-May-2012	0.00718066  	
	22-May-2012	0.00715499  	
	23-May-2012	0.00715086  	
	24-May-2012	0.00714079  	
	25-May-2012	0.0071784  	
	29-May-2012	0.00713036  	
	30-May-2012	0.00711855  	
	31-May-2012	0.00704196  	
	01-Jun-2012	0.00707899  	
	04-Jun-2012	0.00703305  	
	05-Jun-2012	0.00705076  	
	06-Jun-2012	0.00702456  	
	07-Jun-2012	0.00698815  	
	08-Jun-2012	0.00703132  	
	11-Jun-2012	0.00698974  	
	12-Jun-2012	0.00700894  	
	13-Jun-2012	0.00698937  	
	14-Jun-2012	0.00698258  	
	15-Jun-2012	0.00697537  	
	18-Jun-2012	0.00697996  	
	19-Jun-2012	0.00700006  	
	20-Jun-2012	0.0069716  	
	21-Jun-2012	0.00695991  	
	22-Jun-2012	0.0069945  	
	25-Jun-2012	0.00699857  	
	26-Jun-2012	0.00699052  	
	27-Jun-2012	0.00698416  	
	28-Jun-2012	0.00699692  	
	29-Jun-2012	0.00696374  	
	03-Jul-2012	0.0069531  	
	05-Jul-2012	0.00698843  	
	06-Jul-2012	0.00704205  	
	09-Jul-2012	0.0070843  	
	10-Jul-2012	0.00703851  	
	11-Jul-2012	0.00704887  	
	12-Jul-2012	0.00706357  	
	13-Jul-2012	0.00706174  	
	16-Jul-2012	0.00703681  	
	17-Jul-2012	0.00703272  	
	18-Jul-2012	0.00704019  	
	19-Jul-2012	0.00702656  	
	20-Jul-2012	0.00702481  	
	24-Jul-2012	0.00705587  	
	25-Jul-2012	0.00704937  	
	26-Jul-2012	0.00702314  	
	27-Jul-2012	0.00699917  	
	30-Jul-2012	0.00700813  	
	31-Jul-2012	0.00699982  	
	01-Aug-2012	0.00700369  	
	02-Aug-2012	0.00701257  	
	03-Aug-2012	0.00701912  	
	06-Aug-2012	0.00702431  	
	07-Aug-2012	0.00700852  	
	08-Aug-2012	0.00702615  	
	09-Aug-2012	0.00704489  	
	10-Aug-2012	0.00704881  	
	13-Aug-2012	0.00698379  	
	15-Aug-2012	0.00703379  	
	16-Aug-2012	0.00703719  	
	17-Aug-2012	0.00700032  	
	23-Aug-2012	0.00694003  	
	24-Aug-2012	0.00694215  	
	27-Aug-2012	0.00693839  	
	28-Aug-2012	0.00694161  	
	29-Aug-2012	0.00693529  	
	30-Aug-2012	0.00694886  	
	31-Aug-2012	0.00694628  	
	04-Sep-2012	0.0069295  	
	05-Sep-2012	0.00693329  	
	06-Sep-2012	0.00692916  	
	07-Sep-2012	0.00691933  	
	10-Sep-2012	0.00689011  	
	11-Sep-2012	0.00688203  	
	12-Sep-2012	0.00686036  	
	13-Sep-2012	0.00686393  	
	14-Sep-2012	0.00682537  	
	17-Sep-2012	0.00682153  	
	18-Sep-2012	0.00683666  	
	19-Sep-2012	0.00685241  	
	20-Sep-2012	0.0068587  	
	21-Sep-2012	0.0068444  	
	24-Sep-2012	0.0068628  	
	25-Sep-2012	0.00686089  	
	26-Sep-2012	0.00686055  	
	27-Sep-2012	0.00685023  	
	28-Sep-2012	0.00683525  	
	01-Oct-2012	0.00683968  	
	02-Oct-2012	0.00683879  	
	03-Oct-2012	0.00682986  	
	04-Oct-2012	0.00681495  	
	05-Oct-2012	0.00678304  	
	09-Oct-2012	0.00679933  	
	10-Oct-2012	0.00681466  	
	11-Oct-2012	0.00680168  	
	12-Oct-2012	0.00679037  	
	15-Oct-2012	0.00679653  	
	16-Oct-2012	0.00679929  	
	17-Oct-2012	0.00677514  	
	18-Oct-2012	0.00677546  	
	19-Oct-2012	0.00679328  	
	22-Oct-2012	0.00679563  	
	23-Oct-2012	0.00680492  	
	24-Oct-2012	0.00680711  	
	25-Oct-2012	0.00678002  	
	31-Oct-2012	0.00676971  	
	01-Nov-2012	0.00677512  	
	02-Nov-2012	0.00680652  	
	05-Nov-2012	0.00681964  	
	06-Nov-2012	0.00679015  	
	07-Nov-2012	0.00678558  	
	08-Nov-2012	0.00682184  	
	12-Nov-2012	0.00681733  	
	13-Nov-2012	0.00682763  	
	14-Nov-2012	0.00682931  	
	15-Nov-2012	0.00683572  	
	16-Nov-2012	0.00684581  	
	19-Nov-2012	0.00682426  	
	20-Nov-2012	0.00681349  	
	21-Nov-2012	0.00682874  	
	26-Nov-2012	0.00677895  	
	27-Nov-2012	0.00678332  	
	28-Nov-2012	0.00677992  	
	29-Nov-2012	0.00674212  	
	30-Nov-2012	0.0067478  	
	03-Dec-2012	0.00674163  	
	04-Dec-2012	0.00672334  	
	05-Dec-2012	0.0067224  	
	06-Dec-2012	0.00672753  	
	07-Dec-2012	0.00675183  	
	10-Dec-2012	0.00674152  	
	12-Dec-2012	0.00669722  	
	13-Dec-2012	0.00668128  	
	14-Dec-2012	0.00666427  	
	17-Dec-2012	0.00660844  	
	18-Dec-2012	0.00661408  	
	19-Dec-2012	0.00660828  	
	20-Dec-2012	0.00662615  	
	21-Dec-2012	0.00664879  	
	26-Dec-2012	0.00666668  	
	27-Dec-2012	0.00665697  	
	28-Dec-2012	0.00667907  	
	03-Jan-2013	0.00669434  	
	04-Jan-2013	0.00672179  	
	07-Jan-2013	0.00671669  	
	08-Jan-2013	0.00669471  	
	09-Jan-2013	0.00672176  	
	10-Jan-2013	0.00671999  	
	11-Jan-2013	0.00669158  	
	14-Jan-2013	0.00667262  	
	15-Jan-2013	0.00666753  	
	16-Jan-2013	0.00665631  	
	17-Jan-2013	0.00665616  	
	18-Jan-2013	0.00666134  	
	22-Jan-2013	0.00665617  	
	23-Jan-2013	0.00665761  	
	24-Jan-2013	0.00667246  	
	28-Jan-2013	0.00666081  	
	29-Jan-2013	0.00666187  	
	30-Jan-2013	0.00664526  	
	31-Jan-2013	0.00663803  	
	01-Feb-2013	0.00662614  	
	04-Feb-2013	0.00664785  	
	05-Feb-2013	0.00664893  	
	06-Feb-2013	0.006659  	
	07-Feb-2013	0.00664263  	
	08-Feb-2013	0.00665894  	
	11-Feb-2013	0.00666783  	
	12-Feb-2013	0.00666339  	
	13-Feb-2013	0.00665021  	
	14-Feb-2013	0.0066811  	
	15-Feb-2013	0.00667557  	
	19-Feb-2013	0.0066762  	
	20-Feb-2013	0.00667725  	
	21-Feb-2013	0.00672002  	
	22-Feb-2013	0.00671949  	
	25-Feb-2013	0.00670743  	
	26-Feb-2013	0.00672953  	
	27-Feb-2013	0.00672742  	
	28-Feb-2013	0.00672304  	
	01-Mar-2013	0.00675228  	
	04-Mar-2013	0.00675854  	
	05-Mar-2013	0.00674698  	
	07-Mar-2013	0.00677341  	
	08-Mar-2013	0.00677027  	
	11-Mar-2013	0.00681582  	
	12-Mar-2013	0.00680027  	
	13-Mar-2013	0.00679582  	
	14-Mar-2013	0.00681722  	
	15-Mar-2013	0.00677631  	
	18-Mar-2013	0.00677699  	
	19-Mar-2013	0.00678059  	
	20-Mar-2013	0.00678191  	
	21-Mar-2013	0.00677963  	
	22-Mar-2013	0.00676789  	
	25-Mar-2013	0.0067533  	
	26-Mar-2013	0.00677392  	
	27-Mar-2013	0.00679288  	
	28-Mar-2013	0.00677982  	
	29-Mar-2013	0.00677369  	
	01-Apr-2013	0.00675903  	
	02-Apr-2013	0.00677417  	
	03-Apr-2013	0.00678104  	
	04-Apr-2013	0.00679848  	
	05-Apr-2013	0.00677247  	
	08-Apr-2013	0.00675868  	
	09-Apr-2013	0.00675734  	
	10-Apr-2013	0.00675289  	
	11-Apr-2013	0.00675089  	
	12-Apr-2013	0.00675908  	
	15-Apr-2013	0.00674868  	
	16-Apr-2013	0.00673989  	
	17-Apr-2013	0.00673584  	
	18-Apr-2013	0.0067539  	
	19-Apr-2013	0.00674936  	
	22-Apr-2013	0.00676539  	
	23-Apr-2013	0.00676839  	
	24-Apr-2013	0.00676635  	
	25-Apr-2013	0.00674258  	
	26-Apr-2013	0.00675258  	
	29-Apr-2013	0.00672771  	
	30-Apr-2013	0.00673039  	
	02-May-2013	0.00670605  	
	03-May-2013	0.00673339  	
	06-May-2013	0.00674865  	
	07-May-2013	0.00673727  	
	08-May-2013	0.00672577  	
	09-May-2013	0.00672042  	
	10-May-2013	0.00677314  	
	13-May-2013	0.00677403  	
	14-May-2013	0.00678404  	
	15-May-2013	0.0068059  	
	16-May-2013	0.00680584  	
	17-May-2013	0.00680906  	
	20-May-2013	0.00681302  	
	21-May-2013	0.00681932  	
	22-May-2013	0.00680342  	
	23-May-2013	0.0068078  	
	24-May-2013	0.00679729  	
	28-May-2013	0.00679824  	
	29-May-2013	0.00679662  	
	30-May-2013	0.00678481  	
	31-May-2013	0.0067692  	
	03-Jun-2013	0.00676763  	
	04-Jun-2013	0.00674751  	
	05-Jun-2013	0.00674444  	
	06-Jun-2013	0.00673336  	
	07-Jun-2013	0.00667742  	
	10-Jun-2013	0.00670197  	
	11-Jun-2013	0.00668164  	
	12-Jun-2013	0.00667118  	
	13-Jun-2013	0.00665154  	
	14-Jun-2013	0.00665861  	
	17-Jun-2013	0.00664515  	
	18-Jun-2013	0.00664112  	
	19-Jun-2013	0.00663767  	
	20-Jun-2013	0.00669385  	
	21-Jun-2013	0.0066799  	
	24-Jun-2013	0.00670308  	
	25-Jun-2013	0.00668876  	
	26-Jun-2013	0.00671286  	
	27-Jun-2013	0.00672254  	
	28-Jun-2013	0.00670855  	
	02-Jul-2013	0.00668724  	
	03-Jul-2013	0.00666896  	
	08-Jul-2013	0.00670943  	
	09-Jul-2013	0.00671193  	
	10-Jul-2013	0.00671423  	
	12-Jul-2013	0.00665041  	
	15-Jul-2013	0.00665018  	
	16-Jul-2013	0.00662502  	
	17-Jul-2013	0.00661347  	
	18-Jul-2013	0.0065815  	
	19-Jul-2013	0.00659013  	
	22-Jul-2013	0.00657777  	
	23-Jul-2013	0.00657525  	
	24-Jul-2013	0.00656465  	
	25-Jul-2013	0.00655826  	
	26-Jul-2013	0.00651386  	
	29-Jul-2013	0.00647829  	
	30-Jul-2013	0.00647359  	
	31-Jul-2013	0.00648881  	
	01-Aug-2013	0.00650258  	
	02-Aug-2013	0.00649838  	
	05-Aug-2013	0.00646609  	
	06-Aug-2013	0.00646005  	
	07-Aug-2013	0.00643482  	
	12-Aug-2013	0.00641496  	
	13-Aug-2013	0.00642216  	
	15-Aug-2013	0.00641368  	
	16-Aug-2013	0.00638795  	
	19-Aug-2013	0.00636848  	
	20-Aug-2013	0.00634842  	
	21-Aug-2013	0.00633499  	
	22-Aug-2013	0.00635309  	
	23-Aug-2013	0.00634523  	
	26-Aug-2013	0.00633995  	
	27-Aug-2013	0.00633525  	
	28-Aug-2013	0.00633037  	
	29-Aug-2013	0.00632762  	
	30-Aug-2013	0.00631137  	
	03-Sep-2013	0.00630089  	
	04-Sep-2013	0.00629718  	
	05-Sep-2013	0.00630306  	
	06-Sep-2013	0.00632663  	
	09-Sep-2013	0.0063062  	
	10-Sep-2013	0.00629471  	
	11-Sep-2013	0.00629003  	
	12-Sep-2013	0.00627634  	
	13-Sep-2013	0.00626803  	
	16-Sep-2013	0.00624645  	
	17-Sep-2013	0.00624032  	
	18-Sep-2013	0.00619367  	
	19-Sep-2013	0.00616133  	
	20-Sep-2013	0.00617306  	
	23-Sep-2013	0.00617089  	
	24-Sep-2013	0.00616252  	
	25-Sep-2013	0.00612528  	
	26-Sep-2013	0.00606409  	
	27-Sep-2013	0.0061662  	
	30-Sep-2013	0.00614943  	
	01-Oct-2013	0.00614022  	
	02-Oct-2013	0.00614854  	
	03-Oct-2013	0.00613193  	
	04-Oct-2013	0.00612219  	
	07-Oct-2013	0.00612078  	
	08-Oct-2013	0.00612518  	
	09-Oct-2013	0.00615032  	
	10-Oct-2013	0.00614922  	
	11-Oct-2013	0.00613352  	
	21-Oct-2013	0.00609774  	
	22-Oct-2013	0.00610181  	
	23-Oct-2013	0.00608128  	
	24-Oct-2013	0.00606895  	
	25-Oct-2013	0.00606336  	
	28-Oct-2013	0.00606271  	
	29-Oct-2013	0.00607089  	
	30-Oct-2013	0.00606314  	
	31-Oct-2013	0.00608355  	
	01-Nov-2013	0.00610723  	
	04-Nov-2013	0.00610132  	
	05-Nov-2013	0.00608465  	
	06-Nov-2013	0.00607983  	
	07-Nov-2013	0.00608249  	
	08-Nov-2013	0.00608988  	
	11-Nov-2013	0.00609708  	
	12-Nov-2013	0.00610376  	
	13-Nov-2013	0.00609068  	
	14-Nov-2013	0.00608787  	
	15-Nov-2013	0.00608468  	
	18-Nov-2013	0.00607115  	
	19-Nov-2013	0.0060743  	
	20-Nov-2013	0.00606159  	
	21-Nov-2013	0.00607392  	
	22-Nov-2013	0.00606719  	
	25-Nov-2013	0.00605471  	
	26-Nov-2013	0.00603214  	
	27-Nov-2013	0.00601145  	
	02-Dec-2013	0.00601222  	
	03-Dec-2013	0.00599987  	
	04-Dec-2013	0.0059974  	
	05-Dec-2013	0.00600235  	
	06-Dec-2013	0.00598949  	
	09-Dec-2013	0.00600449  	
	11-Dec-2013	0.00604257  	
	12-Dec-2013	0.00603932  	
	13-Dec-2013	0.00606023  	
	16-Dec-2013	0.0060501  	
	17-Dec-2013	0.00605277  	
	18-Dec-2013	0.00608733  	
	19-Dec-2013	0.0061135  	
	20-Dec-2013	0.00613673  	
	23-Dec-2013	0.00612584  	
	24-Dec-2013	0.0061647  	
	26-Dec-2013	0.00617752  	
	27-Dec-2013	0.00613423  	
	30-Dec-2013	0.00614663  	
	02-Jan-2014	0.00616646  	
	03-Jan-2014	0.00617729  	
	06-Jan-2014	0.00618444  	
	07-Jan-2014	0.00616869  	
	08-Jan-2014	0.00618421  	
	09-Jan-2014	0.00618221  	
	10-Jan-2014	0.0061836  	
	13-Jan-2014	0.00615726  	
	15-Jan-2014	0.00617439  	
	16-Jan-2014	0.00618413  	
	17-Jan-2014	0.00618381  	
	22-Jan-2014	0.00618265  	
	23-Jan-2014	0.00617165  	
	24-Jan-2014	0.00614061  	
	27-Jan-2014	0.00615074  	
	28-Jan-2014	0.00616015  	
	29-Jan-2014	0.0061618  	
	30-Jan-2014	0.00617647  	
	31-Jan-2014	0.00618037  	
	03-Feb-2014	0.00618742  	
	04-Feb-2014	0.00618082  	
	06-Feb-2014	0.00618991  	
	07-Feb-2014	0.00618388  	
	10-Feb-2014	0.00616958  	
	11-Feb-2014	0.00616473  	
	13-Feb-2014	0.00617143  	
	14-Feb-2014	0.00617038  	
	18-Feb-2014	0.00616927  	
	19-Feb-2014	0.00616789  	
	20-Feb-2014	0.00617704  	
	21-Feb-2014	0.00617725  	
	24-Feb-2014	0.00616932  	
	25-Feb-2014	0.00615936  	
	26-Feb-2014	0.00616358  	
	27-Feb-2014	0.00618082  	
	28-Feb-2014	0.00615726  	
	04-Mar-2014	0.00616275  	
	05-Mar-2014	0.00618797  	
	06-Mar-2014	0.00621353  	
	07-Mar-2014	0.00622505  	
	10-Mar-2014	0.00633419  	
	11-Mar-2014	0.00644068  	
	12-Mar-2014	0.00655928  	
	13-Mar-2014	0.0065546  	
	14-Mar-2014	0.00648223  	
	18-Mar-2014	0.00649684  	
	19-Mar-2014	0.00654841  	
	20-Mar-2014	0.00659848  	
	21-Mar-2014	0.00658737  	
	24-Mar-2014	0.00662177  	
	25-Mar-2014	0.00660408  	
	26-Mar-2014	0.00660045  	
	27-Mar-2014	0.00660769  	
	28-Mar-2014	0.00660828  	
	31-Mar-2014	0.00658712  	
	01-Apr-2014	0.00658462  	
	02-Apr-2014	0.00658912  	
	03-Apr-2014	0.00660091  	
	04-Apr-2014	0.00661512  	
	07-Apr-2014	0.00660226  	
	08-Apr-2014	0.00658821  	
	09-Apr-2014	0.00659915  	
	10-Apr-2014	0.00660453  	
	11-Apr-2014	0.00666873  	
	14-Apr-2014	0.00670826  	
	15-Apr-2014	0.0067215  	
	16-Apr-2014	0.00668504  	
	17-Apr-2014	0.00669019  	
	18-Apr-2014	0.00663369  	
	22-Apr-2014	0.00658265  	
	23-Apr-2014	0.00657573  	
	24-Apr-2014	0.00658865  	
	25-Apr-2014	0.00657541  	
	28-Apr-2014	0.00656571  	
	29-Apr-2014	0.00655238  	
	30-Apr-2014	0.00653788  	
	02-May-2014	0.00652238  	
	05-May-2014	0.00651325  	
	06-May-2014	0.00650397  	
	07-May-2014	0.00652422  	
	08-May-2014	0.00651701  	
	09-May-2014	0.00654276  	
	12-May-2014	0.0065448  	
	13-May-2014	0.00654692  	
	14-May-2014	0.00656184  	
	15-May-2014	0.00657135  	
	16-May-2014	0.00656384  	
	19-May-2014	0.00655511  	
	20-May-2014	0.0065528  	
	21-May-2014	0.00654256  	
	22-May-2014	0.00654831  	
	23-May-2014	0.00656259  	
	27-May-2014	0.00655898  	
	28-May-2014	0.0065688  	
	29-May-2014	0.0065733  	
	30-May-2014	0.00657477  	
	02-Jun-2014	0.00658882  	
	03-Jun-2014	0.00658365  	
	04-Jun-2014	0.0065894  	
	05-Jun-2014	0.00658648  	
	06-Jun-2014	0.00658139  	
	09-Jun-2014	0.00657907  	
	10-Jun-2014	0.0065959  	
	11-Jun-2014	0.0065968  	
	12-Jun-2014	0.00660033  	
	13-Jun-2014	0.00660208  	
	16-Jun-2014	0.00658952  	
	17-Jun-2014	0.00658279  	
	18-Jun-2014	0.006598  	
	19-Jun-2014	0.00659117  	
	20-Jun-2014	0.00659233  	
	23-Jun-2014	0.00657142  	
	24-Jun-2014	0.00656448  	
	25-Jun-2014	0.00657211  	
	26-Jun-2014	0.0065547  	
	27-Jun-2014	0.00655666  	
	30-Jun-2014	0.00654674  	
	02-Jul-2014	0.00654569  	
	03-Jul-2014	0.00655587  	
	07-Jul-2014	0.00655607  	
	08-Jul-2014	0.00655353  	
	09-Jul-2014	0.00654998  	
	10-Jul-2014	0.00655541  	
	11-Jul-2014	0.00655529  	
	14-Jul-2014	0.00654785  	
	15-Jul-2014	0.0065504  	
	16-Jul-2014	0.006566  	
	17-Jul-2014	0.00656503  	
	18-Jul-2014	0.00656399  	
	21-Jul-2014	0.00656351  	
	22-Jul-2014	0.00657427  	
	23-Jul-2014	0.00657937  	
	24-Jul-2014	0.00658913  	
	25-Jul-2014	0.00658918  	
	28-Jul-2014	0.0065899  	
	31-Jul-2014	0.00660931  	
	04-Aug-2014	0.00660351  	
	05-Aug-2014	0.00660616  	
	06-Aug-2014	0.00661552  	
	07-Aug-2014	0.00660785  	
	08-Aug-2014	0.00660339  	
	11-Aug-2014	0.00659644  	
	12-Aug-2014	0.00658659  	
	13-Aug-2014	0.00655736  	
	15-Aug-2014	0.00654204  	
	18-Aug-2014	0.00653579  	
	19-Aug-2014	0.00653432  	
	20-Aug-2014	0.00651266  	
	21-Aug-2014	0.00649645  	
	22-Aug-2014	0.00647459  	
	25-Aug-2014	0.00640384  	
	26-Aug-2014	0.00642657  	
	27-Aug-2014	0.00650088  	
	28-Aug-2014	0.0064313  	
	29-Aug-2014	0.00646338  	
	02-Sep-2014	0.00643571  	
	03-Sep-2014	0.00643777  	
	04-Sep-2014	0.00647194  	
	05-Sep-2014	0.00650822  	
	08-Sep-2014	0.0065194  	
	09-Sep-2014	0.00653603  	
	10-Sep-2014	0.00653032  	
	11-Sep-2014	0.00653205  	
	12-Sep-2014	0.00650834  	
	15-Sep-2014	0.00648504  	
	16-Sep-2014	0.00648289  	
	17-Sep-2014	0.00648416  	
	18-Sep-2014	0.00649949  	
	19-Sep-2014	0.00649994  	
	22-Sep-2014	0.00650467  	
	23-Sep-2014	0.00649615  	
	25-Sep-2014	0.00652782  	
	26-Sep-2014	0.00652313  	
	29-Sep-2014	0.00654192  	
	30-Sep-2014	0.00657081  	
	01-Oct-2014	0.00657142  	
	02-Oct-2014	0.00656284  	
	03-Oct-2014	0.00657407  	
	09-Oct-2014	0.00651804  	
	10-Oct-2014	0.00654393  	
	14-Oct-2014	0.00654265  	
	15-Oct-2014	0.00654382  	
	16-Oct-2014	0.0065187  	
	17-Oct-2014	0.00650399  	
	20-Oct-2014	0.00650654  	
	21-Oct-2014	0.00651355  	
	22-Oct-2014	0.00652824  	
	23-Oct-2014	0.00653657  	
	24-Oct-2014	0.00653703  	
	27-Oct-2014	0.00652839  	
	28-Oct-2014	0.00651463  	
	29-Oct-2014	0.00650053  	
	30-Oct-2014	0.00654976  	
	31-Oct-2014	0.00657149  	
	05-Nov-2014	0.00661086  	
	06-Nov-2014	0.00661048  	
	07-Nov-2014	0.00666826  	
	10-Nov-2014	0.00667434  	
	11-Nov-2014	0.00671091  	
	12-Nov-2014	0.00669364  	
	13-Nov-2014	0.0067041  	
	14-Nov-2014	0.00671347  	
	17-Nov-2014	0.00667777  	
	18-Nov-2014	0.00669965  	
	19-Nov-2014	0.00670022  	
	20-Nov-2014	0.00671071  	
	21-Nov-2014	0.00672777  	
	24-Nov-2014	0.00672452  	
	25-Nov-2014	0.00672014  	
	26-Nov-2014	0.00670579  	
	01-Dec-2014	0.00669318  	
	02-Dec-2014	0.00671853  	
	03-Dec-2014	0.00675053  	
	04-Dec-2014	0.0067535  	
	05-Dec-2014	0.00676512  	
	08-Dec-2014	0.00680381  	
	09-Dec-2014	0.00678634  	
	10-Dec-2014	0.0067906  	
	11-Dec-2014	0.00678218  	
	12-Dec-2014	0.00678809  	
	15-Dec-2014	0.00682243  	
	16-Dec-2014	0.00676978  	
	17-Dec-2014	0.00678167  	
	18-Dec-2014	0.00683581  	
	19-Dec-2014	0.00684524  	
	22-Dec-2014	0.00684029  	
	23-Dec-2014	0.00685838  	
	24-Dec-2014	0.0068616  	
	29-Dec-2014	0.00683984  	
	30-Dec-2014	0.00683183  	
	31-Dec-2014	0.00687073  	
	
	USER SELECTIONS
	
	
	EXCHANGE RATE TYPE	SDRs per currency unit
	FROM DATE	January 01, 1994  
	TO DATE	December 31, 2014  
	CURRENCIES	Pakistani rupee
	
	Disclaimer
	The International Monetary Fund makes no warranties, express or implied, regarding these
	tables or the performance of this site. The Fund shall not be liable for any losses 
	or damages incurred in connection with this site.
